Location,Temperature,Humidity,Gas Leakage Value,PM10,SO2,CO,O3,NO2,Air Quality Category,Timestamp
RUANG TAMU,31.5,78.19999695,5166,102.3,76.725,255.75,51.15,127.875,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:00"
RUANG TAMU,31.5,78.19999695,5162,103.36,77.52,258.4,51.68,129.2,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:03"
RUANG TAMU,31.5,78.19999695,5171,103.9,77.925,259.75,51.95,129.875,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:03"
RUANG TAMU,31.5,78.19999695,5163,103.84,77.88,259.6,51.92,129.8,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:03"
RUANG TAMU,31.5,78.09999847,5155,103.68,77.76,259.2,51.84,129.6,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:06"
RUANG TAMU,31.5,78,5149,103.62,77.715,259.05,51.81,129.525,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:06"
RUANG TAMU,31.5,78,5142,103.5,77.625,258.75,51.75,129.375,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:07"
RUANG TAMU,31.5,77.90000153,5152,103.34,77.505,258.35,51.67,129.175,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:09"
RUANG TAMU,31.5,77.80000305,5149,103.26,77.445,258.15,51.63,129.075,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:10"
RUANG TAMU,31.5,77.80000305,5146,103.22,77.415,258.05,51.61,129.025,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:10"
RUANG TAMU,31.5,77.90000153,5149,103.14,77.355,257.85,51.57,128.925,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:15"
RUANG TAMU,31.5,77.90000153,5153,103.06,77.295,257.65,51.53,128.825,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:16"
RUANG TAMU,31.5,77.90000153,5157,102.9,77.175,257.25,51.45,128.625,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:16"
RUANG TAMU,31.5,77.90000153,5108,102.84,77.13,257.1,51.42,128.55,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:19"
RUANG TAMU,31.5,77.90000153,5150,102.72,77.04,256.8,51.36,128.4,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:19"
RUANG TAMU,31.5,77.80000305,5136,102.46,76.845,256.15,51.23,128.075,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:20"
RUANG TAMU,31.5,77.69999695,5131,102.34,76.755,255.85,51.17,127.925,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:22"
RUANG TAMU,31.5,77.80000305,5122,102.22,76.665,255.55,51.11,127.775,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:23"
RUANG TAMU,31.5,77.69999695,5118,102.22,76.665,255.55,51.11,127.775,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:23"
RUANG TAMU,31.5,77.69999695,5100,102.1,76.575,255.25,51.05,127.625,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:26"
RUANG TAMU,31.5,77.80000305,5082,101.8,76.35,254.5,50.9,127.25,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:26"
RUANG TAMU,31.5,77.69999695,5097,102.1,76.575,255.25,51.05,127.625,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:27"
RUANG TAMU,31.5,77.90000153,5094,101.94,76.455,254.85,50.97,127.425,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:32"
RUANG TAMU,31.5,78,5087,101.9,76.425,254.75,50.95,127.375,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:32"
RUANG TAMU,31.5,78.09999847,5079,101.84,76.38,254.6,50.92,127.3,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:33"
RUANG TAMU,31.39999962,78,5071,101.86,76.395,254.65,50.93,127.325,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:35"
RUANG TAMU,31.5,78,5062,101.82,76.365,254.55,50.91,127.275,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:36"
RUANG TAMU,31.39999962,78.09999847,5065,101.62,76.215,254.05,50.81,127.025,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:36"
RUANG TAMU,31.39999962,78.09999847,5060,101.52,76.14,253.8,50.76,126.9,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:39"
RUANG TAMU,31.39999962,78,5052,101.52,76.14,253.8,50.76,126.9,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:39"
RUANG TAMU,31.39999962,78.19999695,5051,101.44,76.08,253.6,50.72,126.8,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:39"
RUANG TAMU,31.39999962,78.30000305,5047,101.44,76.08,253.6,50.72,126.8,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:42"
RUANG TAMU,31.39999962,78.30000305,5039,101.4,76.05,253.5,50.7,126.75,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:43"
RUANG TAMU,31.39999962,78.30000305,5039,101.22,75.915,253.05,50.61,126.525,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:43"
RUANG TAMU,31.39999962,78.30000305,5024,101.22,75.915,253.05,50.61,126.525,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:46"
RUANG TAMU,31.39999962,78.30000305,5043,100.18,75.135,250.45,50.09,125.225,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:46"
RUANG TAMU,31.39999962,78.30000305,5049,101.16,75.87,252.9,50.58,126.45,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:46"
RUANG TAMU,31.39999962,78.5,5021,101.1,75.825,252.75,50.55,126.375,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:49"
RUANG TAMU,31.39999962,78.30000305,5048,101.14,75.855,252.85,50.57,126.425,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:49"
RUANG TAMU,31.39999962,78.40000153,5054,101.16,75.87,252.9,50.58,126.45,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:50"
RUANG TAMU,31.29999924,78.40000153,5047,101.18,75.885,252.95,50.59,126.475,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:55"
RUANG TAMU,31.29999924,78.40000153,5027,101,75.75,252.5,50.5,126.25,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:55"
RUANG TAMU,31.29999924,78.40000153,5026,101,75.75,252.5,50.5,126.25,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:56"
RUANG TAMU,31.29999924,78.40000153,5027,100.08,75.06,250.2,50.04,125.1,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:53:59"
RUANG TAMU,31.29999924,78.40000153,5022,100.82,75.615,252.05,50.41,126.025,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:00"
RUANG TAMU,31.29999924,78.40000153,4978,100.76,75.57,251.9,50.38,125.95,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:00"
RUANG TAMU,31.29999924,78.40000153,5016,100.66,75.495,251.65,50.33,125.825,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:03"
RUANG TAMU,31.29999924,78.40000153,5019,100.62,75.465,251.55,50.31,125.775,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:03"
RUANG TAMU,31.29999924,78.40000153,5011,100.62,75.465,251.55,50.31,125.775,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:03"
RUANG TAMU,31.39999962,78.30000305,5006,100.56,75.42,251.4,50.28,125.7,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:06"
RUANG TAMU,31.39999962,78.30000305,5003,100.52,75.39,251.3,50.26,125.65,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:07"
RUANG TAMU,31.39999962,78.30000305,4983,100.5,75.375,251.25,50.25,125.625,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:08"
RUANG TAMU,31.39999962,78.30000305,4978,100.42,75.315,251.05,50.21,125.525,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:11"
RUANG TAMU,31.39999962,78.30000305,4972,100.4,75.3,251,50.2,125.5,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:11"
RUANG TAMU,31.39999962,78.30000305,4976,100.36,75.27,250.9,50.18,125.45,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:12"
RUANG TAMU,31.39999962,78.30000305,4977,100.26,75.195,250.65,50.13,125.325,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:15"
RUANG TAMU,31.39999962,78.30000305,4973,100.26,75.195,250.65,50.13,125.325,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:15"
RUANG TAMU,31.39999962,78.30000305,4971,100.22,75.165,250.55,50.11,125.275,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:16"
RUANG TAMU,31.39999962,78.40000153,4973,100.22,75.165,250.55,50.11,125.275,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:19"
RUANG TAMU,31.39999962,78.59999847,4971,100.22,75.165,250.55,50.11,125.275,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:19"
RUANG TAMU,31.39999962,78.59999847,4968,100.2,75.15,250.5,50.1,125.25,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:19"
RUANG TAMU,31.39999962,78.80000305,4941,100.18,75.135,250.45,50.09,125.225,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:22"
RUANG TAMU,31.39999962,78.69999695,4969,100.16,75.12,250.4,50.08,125.2,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:23"
RUANG TAMU,31.39999962,78.80000305,4967,99.6,74.7,249,49.8,124.5,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:23"
RUANG TAMU,31.5,78.80000305,4960,99.06,74.295,247.65,49.53,123.825,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:26"
RUANG TAMU,31.5,78.40000153,4953,98.98,74.235,247.45,49.49,123.725,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:26"
RUANG TAMU,31.5,78.19999695,4958,98.92,74.19,247.3,49.46,123.65,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:27"
RUANG TAMU,31.5,78.09999847,4956,99.46,74.595,248.65,49.73,124.325,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:30"
RUANG TAMU,31.5,78.19999695,4957,99.78,74.835,249.45,49.89,124.725,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:30"
RUANG TAMU,31.5,78.30000305,4957,99.84,74.88,249.6,49.92,124.8,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:30"
RUANG TAMU,31.5,78.30000305,4957,99.86,74.895,249.65,49.93,124.825,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:33"
RUANG TAMU,31.5,78.5,5009,99.8,74.85,249.5,49.9,124.75,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:34"
RUANG TAMU,31.5,78.59999847,4968,99.38,74.535,248.45,49.69,124.225,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:34"
RUANG TAMU,31.5,78.30000305,4973,99.7,74.775,249.25,49.85,124.625,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:37"
RUANG TAMU,31.5,78.40000153,4975,99.56,74.67,248.9,49.78,124.45,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:37"
RUANG TAMU,31.5,78.30000305,4979,98.8,74.1,247,49.4,123.5,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:38"
RUANG TAMU,31.5,78.30000305,4984,99.5,74.625,248.75,49.75,124.375,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:38"
RUANG TAMU,31.5,78.30000305,4996,99.46,74.595,248.65,49.73,124.325,Tidak Sehat bagi Kelompok Sensitif,"6/12/2024, 20:54:41"
